employee_id,name,department,role,date,tasks_completed,hours_worked,rating,projects,absences
E1040,Emp_040,Engineering,Data Eng,2024-01-02,7,7.97,4.46,1,0
E1041,Emp_041,Engineering,QA Eng,2024-01-02,4,8.06,4.38,2,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-02,7,7.62,3.87,2,0
E1043,Emp_043,Finance,Accountant,2024-01-02,3,7.86,4.56,0,0
E1044,Emp_044,Finance,Accountant,2024-01-02,7,7.48,4.73,1,0
E1045,Emp_045,HR,HRBP,2024-01-02,5,7.66,4.18,0,0
E1046,Emp_046,Sales,SDR,2024-01-02,11,7.55,2.78,1,0
E1047,Emp_047,Marketing,Content,2024-01-02,7,7.94,4.19,0,0
E1048,Emp_048,Support,Agent,2024-01-02,14,7.05,4.37,0,0
E1049,Emp_049,HR,Recruiter,2024-01-02,3,5.75,3.83,0,0
E1050,Emp_050,Sales,AE,2024-01-02,11,7.08,3.94,0,0
E1051,Emp_051,Finance,Accountant,2024-01-02,9,7.1,3.83,0,0
E1052,Emp_052,HR,Recruiter,2024-01-02,5,7.57,3.88,0,0
E1053,Emp_053,Sales,Account Manager,2024-01-02,10,10.0,3.53,1,0
E1054,Emp_054,Sales,AE,2024-01-02,9,6.48,4.15,1,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-02,9,8.02,3.64,1,0
E1056,Emp_056,Support,Agent,2024-01-02,10,8.38,3.91,1,0
E1057,Emp_057,HR,Recruiter,2024-01-02,6,8.32,3.46,1,0
E1058,Emp_058,Engineering,QA Eng,2024-01-02,5,6.87,4.46,3,0
E1059,Emp_059,HR,HRBP,2024-01-02,8,7.94,3.5,1,0
E1000,Emp_000,Marketing,SEO,2024-01-03,0,0.0,0.0,2,1
E1001,Emp_001,HR,HRBP,2024-01-03,6,7.9,3.51,1,0
E1002,Emp_002,Engineering,Data Eng,2024-01-03,7,7.78,5.0,2,0
E1003,Emp_003,Marketing,Content,2024-01-03,5,6.57,3.99,2,0
E1004,Emp_004,Engineering,QA Eng,2024-01-03,8,8.54,4.49,1,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-03,9,9.14,4.38,1,0
E1006,Emp_006,Marketing,Content,2024-01-03,7,7.69,4.33,2,0
E1007,Emp_007,Marketing,Designer,2024-01-03,7,7.37,4.31,1,0
E1008,Emp_008,Support,Agent,2024-01-03,0,0.0,0.0,0,1
E1009,Emp_009,Finance,Analyst,2024-01-03,7,5.8,4.02,0,0
E1010,Emp_010,Sales,SDR,2024-01-03,7,7.98,3.36,0,0
E1011,Emp_011,Support,Agent,2024-01-03,12,6.1,4.67,1,0
E1012,Emp_012,Sales,Account Manager,2024-01-03,8,8.74,4.41,2,0
E1013,Emp_013,HR,Recruiter,2024-01-03,4,8.68,2.91,1,0
E1014,Emp_014,Finance,Accountant,2024-01-03,8,7.01,3.99,1,0
E1015,Emp_015,Sales,Account Manager,2024-01-03,8,7.84,4.17,0,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-03,8,9.75,4.47,2,0
E1017,Emp_017,Sales,SDR,2024-01-03,9,7.56,4.35,2,0
E1018,Emp_018,Marketing,SEO,2024-01-03,2,7.99,3.45,1,0
E1019,Emp_019,Support,Team Lead,2024-01-03,13,5.59,3.12,1,0
E1020,Emp_020,Engineering,QA Eng,2024-01-03,6,6.44,3.93,0,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-03,7,8.77,3.87,1,0
E1022,Emp_022,Marketing,SEO,2024-01-03,4,7.44,3.85,2,0
E1023,Emp_023,HR,HRBP,2024-01-03,7,8.56,3.76,1,0
E1024,Emp_024,Finance,Analyst,2024-01-03,4,7.99,4.11,0,0
E1025,Emp_025,HR,HRBP,2024-01-03,1,7.18,3.82,0,0
E1026,Emp_026,Sales,SDR,2024-01-03,8,8.08,3.13,1,0
E1027,Emp_027,Sales,Account Manager,2024-01-03,13,8.7,3.45,1,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-03,11,8.76,4.13,0,0
E1029,Emp_029,HR,HRBP,2024-01-03,5,9.02,3.38,1,0
E1030,Emp_030,Marketing,Content,2024-01-03,9,7.55,3.87,1,0
E1031,Emp_031,HR,HRBP,2024-01-03,7,8.85,4.17,1,0
E1032,Emp_032,HR,Recruiter,2024-01-03,3,6.7,4.61,0,0
E1033,Emp_033,Finance,Accountant,2024-01-03,6,8.9,3.96,1,0
E1034,Emp_034,Finance,Analyst,2024-01-03,9,7.72,3.2,0,0
E1035,Emp_035,Finance,Accountant,2024-01-03,4,8.02,4.07,0,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-03,8,5.85,3.72,1,0
E1037,Emp_037,Finance,Accountant,2024-01-03,6,9.07,4.59,0,0
E1038,Emp_038,Marketing,SEO,2024-01-03,5,7.77,3.78,0,0
E1039,Emp_039,Sales,AE,2024-01-03,11,8.72,3.94,0,0
E1040,Emp_040,Engineering,Data Eng,2024-01-03,8,5.95,3.59,2,0
E1041,Emp_041,Engineering,QA Eng,2024-01-03,8,7.89,4.18,2,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-03,8,8.95,5.0,2,0
E1043,Emp_043,Finance,Accountant,2024-01-03,9,7.29,3.91,1,0
E1044,Emp_044,Finance,Accountant,2024-01-03,6,4.88,4.27,1,0
E1045,Emp_045,HR,HRBP,2024-01-03,6,5.49,3.61,0,0
E1046,Emp_046,Sales,SDR,2024-01-03,14,5.37,4.14,0,0
E1047,Emp_047,Marketing,Content,2024-01-03,6,6.49,3.11,1,0
E1048,Emp_048,Support,Agent,2024-01-03,11,8.87,3.95,0,0
E1049,Emp_049,HR,Recruiter,2024-01-03,6,6.24,3.99,1,0
E1050,Emp_050,Sales,AE,2024-01-03,8,6.6,3.8,1,0
E1051,Emp_051,Finance,Accountant,2024-01-03,8,6.76,3.74,0,0
E1052,Emp_052,HR,Recruiter,2024-01-03,7,5.32,4.22,1,0
E1053,Emp_053,Sales,Account Manager,2024-01-03,12,8.49,3.96,2,0
E1054,Emp_054,Sales,AE,2024-01-03,9,8.54,2.76,0,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-03,6,9.1,2.66,2,0
E1056,Emp_056,Support,Agent,2024-01-03,12,8.02,2.79,0,0
E1057,Emp_057,HR,Recruiter,2024-01-03,0,0.0,0.0,0,1
E1058,Emp_058,Engineering,QA Eng,2024-01-03,5,6.93,4.33,2,0
E1059,Emp_059,HR,HRBP,2024-01-03,7,5.5,3.67,0,0
E1000,Emp_000,Marketing,SEO,2024-01-04,11,7.0,4.22,0,0
E1001,Emp_001,HR,HRBP,2024-01-04,7,8.32,3.43,0,0
E1002,Emp_002,Engineering,Data Eng,2024-01-04,11,6.14,4.77,2,0
E1003,Emp_003,Marketing,Content,2024-01-04,7,7.57,4.59,2,0
E1004,Emp_004,Engineering,QA Eng,2024-01-04,9,7.26,4.26,3,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-04,6,8.97,5.0,1,0
E1006,Emp_006,Marketing,Content,2024-01-04,7,6.07,4.24,1,0
E1007,Emp_007,Marketing,Designer,2024-01-04,9,7.44,4.81,1,0
E1008,Emp_008,Support,Agent,2024-01-04,13,7.51,3.67,0,0
E1009,Emp_009,Finance,Analyst,2024-01-04,8,7.83,3.88,0,0
E1010,Emp_010,Sales,SDR,2024-01-04,10,7.33,2.83,1,0
E1011,Emp_011,Support,Agent,2024-01-04,11,8.5,3.7,0,0
E1012,Emp_012,Sales,Account Manager,2024-01-04,17,7.44,4.5,0,0
E1013,Emp_013,HR,Recruiter,2024-01-04,4,8.82,3.2,0,0
E1014,Emp_014,Finance,Accountant,2024-01-04,8,9.13,4.09,2,0
E1015,Emp_015,Sales,Account Manager,2024-01-04,12,8.01,4.08,0,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-04,9,9.36,4.62,3,0
E1017,Emp_017,Sales,SDR,2024-01-04,11,8.06,3.19,0,0
E1018,Emp_018,Marketing,SEO,2024-01-04,4,8.37,3.32,3,0
E1019,Emp_019,Support,Team Lead,2024-01-04,12,7.68,3.39,1,0
E1020,Emp_020,Engineering,QA Eng,2024-01-04,7,8.17,3.95,2,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-04,8,7.12,4.19,1,0
E1022,Emp_022,Marketing,SEO,2024-01-04,3,6.75,3.19,2,0
E1023,Emp_023,HR,HRBP,2024-01-04,5,8.89,3.72,1,0
E1024,Emp_024,Finance,Analyst,2024-01-04,7,7.63,4.24,0,0
E1025,Emp_025,HR,HRBP,2024-01-04,3,7.46,2.94,1,0
E1026,Emp_026,Sales,SDR,2024-01-04,10,8.41,3.13,1,0
E1027,Emp_027,Sales,Account Manager,2024-01-04,9,6.01,3.87,0,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-04,9,6.98,3.36,2,0
E1029,Emp_029,HR,HRBP,2024-01-04,3,8.56,3.96,0,0
E1030,Emp_030,Marketing,Content,2024-01-04,6,7.05,2.81,2,0
E1031,Emp_031,HR,HRBP,2024-01-04,3,10.33,4.52,1,0
E1032,Emp_032,HR,Recruiter,2024-01-04,7,8.31,3.82,0,0
E1033,Emp_033,Finance,Accountant,2024-01-04,7,8.88,4.0,0,0
E1034,Emp_034,Finance,Analyst,2024-01-04,5,6.41,4.26,0,0
E1035,Emp_035,Finance,Accountant,2024-01-04,4,6.22,4.42,0,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-04,7,5.46,4.34,2,0
E1037,Emp_037,Finance,Accountant,2024-01-04,5,8.29,4.51,0,0
E1038,Emp_038,Marketing,SEO,2024-01-04,6,8.0,3.91,0,0
E1039,Emp_039,Sales,AE,2024-01-04,11,7.47,3.73,0,0
E1040,Emp_040,Engineering,Data Eng,2024-01-04,7,7.86,4.32,2,0
E1041,Emp_041,Engineering,QA Eng,2024-01-04,9,7.1,3.79,2,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-04,9,7.32,4.23,1,0
E1043,Emp_043,Finance,Accountant,2024-01-04,0,0.0,0.0,0,1
E1044,Emp_044,Finance,Accountant,2024-01-04,3,7.82,3.94,1,0
E1045,Emp_045,HR,HRBP,2024-01-04,3,8.15,3.18,0,0
E1046,Emp_046,Sales,SDR,2024-01-04,7,6.36,3.49,1,0
E1047,Emp_047,Marketing,Content,2024-01-04,9,7.96,4.13,2,0
E1048,Emp_048,Support,Agent,2024-01-04,11,8.8,3.93,1,0
E1049,Emp_049,HR,Recruiter,2024-01-04,11,7.94,3.86,2,0
E1050,Emp_050,Sales,AE,2024-01-04,7,7.67,3.43,0,0
E1051,Emp_051,Finance,Accountant,2024-01-04,8,8.77,4.78,1,0
E1052,Emp_052,HR,Recruiter,2024-01-04,7,7.27,3.85,1,0
E1053,Emp_053,Sales,Account Manager,2024-01-04,10,7.49,3.09,2,0
E1054,Emp_054,Sales,AE,2024-01-04,11,5.81,3.67,1,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-04,5,7.3,4.35,0,0
E1056,Emp_056,Support,Agent,2024-01-04,13,6.43,3.42,1,0
E1057,Emp_057,HR,Recruiter,2024-01-04,5,8.31,4.27,0,0
E1058,Emp_058,Engineering,QA Eng,2024-01-04,10,7.73,4.1,1,0
E1059,Emp_059,HR,HRBP,2024-01-04,4,9.28,3.09,0,0
E1000,Emp_000,Marketing,SEO,2024-01-05,6,5.73,4.25,2,0
E1001,Emp_001,HR,HRBP,2024-01-05,6,6.83,3.83,0,0
E1002,Emp_002,Engineering,Data Eng,2024-01-05,7,7.29,4.88,1,0
E1003,Emp_003,Marketing,Content,2024-01-05,5,7.06,3.76,3,0
E1004,Emp_004,Engineering,QA Eng,2024-01-05,6,6.02,4.49,2,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-05,9,7.27,4.65,2,0
E1006,Emp_006,Marketing,Content,2024-01-05,8,5.17,3.59,2,0
E1007,Emp_007,Marketing,Designer,2024-01-05,7,7.08,3.43,1,0
E1008,Emp_008,Support,Agent,2024-01-05,8,7.14,3.12,0,0
E1009,Emp_009,Finance,Analyst,2024-01-05,4,7.21,3.63,2,0
E1010,Emp_010,Sales,SDR,2024-01-05,9,9.79,3.59,1,0
E1011,Emp_011,Support,Agent,2024-01-05,12,5.33,2.63,0,0
E1012,Emp_012,Sales,Account Manager,2024-01-05,7,5.58,3.62,0,0
E1013,Emp_013,HR,Recruiter,2024-01-05,4,8.07,3.71,1,0
E1014,Emp_014,Finance,Accountant,2024-01-05,5,8.45,4.66,0,0
E1015,Emp_015,Sales,Account Manager,2024-01-05,8,6.39,3.46,0,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-05,9,8.76,3.92,1,0
E1017,Emp_017,Sales,SDR,2024-01-05,11,6.88,3.46,0,0
E1018,Emp_018,Marketing,SEO,2024-01-05,4,8.26,3.86,2,0
E1019,Emp_019,Support,Team Lead,2024-01-05,13,7.55,4.04,1,0
E1020,Emp_020,Engineering,QA Eng,2024-01-05,10,9.3,4.08,1,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-05,11,7.95,4.73,0,0
E1022,Emp_022,Marketing,SEO,2024-01-05,5,9.33,3.1,2,0
E1023,Emp_023,HR,HRBP,2024-01-05,7,6.84,4.76,0,0
E1024,Emp_024,Finance,Analyst,2024-01-05,4,6.7,4.25,0,0
E1025,Emp_025,HR,HRBP,2024-01-05,7,7.87,4.03,0,0
E1026,Emp_026,Sales,SDR,2024-01-05,9,9.17,4.08,2,0
E1027,Emp_027,Sales,Account Manager,2024-01-05,0,0.0,0.0,0,1
E1028,Emp_028,Engineering,Frontend Dev,2024-01-05,8,8.43,3.96,1,0
E1029,Emp_029,HR,HRBP,2024-01-05,5,6.69,2.92,1,0
E1030,Emp_030,Marketing,Content,2024-01-05,9,7.44,3.21,1,0
E1031,Emp_031,HR,HRBP,2024-01-05,5,9.29,3.04,1,0
E1032,Emp_032,HR,Recruiter,2024-01-05,6,7.92,3.55,0,0
E1033,Emp_033,Finance,Accountant,2024-01-05,6,7.02,4.68,1,0
E1034,Emp_034,Finance,Analyst,2024-01-05,6,8.62,3.09,0,0
E1035,Emp_035,Finance,Accountant,2024-01-05,4,8.52,3.78,0,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-05,6,7.53,3.18,2,0
E1037,Emp_037,Finance,Accountant,2024-01-05,3,5.66,4.83,0,0
E1038,Emp_038,Marketing,SEO,2024-01-05,7,5.55,4.08,2,0
E1039,Emp_039,Sales,AE,2024-01-05,10,6.05,3.08,0,0
E1040,Emp_040,Engineering,Data Eng,2024-01-05,8,9.13,4.06,1,0
E1041,Emp_041,Engineering,QA Eng,2024-01-05,10,7.03,3.84,1,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-05,6,9.02,4.29,2,0
E1043,Emp_043,Finance,Accountant,2024-01-05,4,5.79,3.5,0,0
E1044,Emp_044,Finance,Accountant,2024-01-05,4,6.07,4.41,1,0
E1045,Emp_045,HR,HRBP,2024-01-05,5,7.02,4.33,0,0
E1046,Emp_046,Sales,SDR,2024-01-05,8,9.7,3.49,1,0
E1047,Emp_047,Marketing,Content,2024-01-05,7,5.84,4.02,0,0
E1048,Emp_048,Support,Agent,2024-01-05,12,8.01,3.75,0,0
E1049,Emp_049,HR,Recruiter,2024-01-05,8,5.8,3.71,1,0
E1050,Emp_050,Sales,AE,2024-01-05,14,8.5,4.33,1,0
E1051,Emp_051,Finance,Accountant,2024-01-05,5,7.82,3.76,0,0
E1052,Emp_052,HR,Recruiter,2024-01-05,5,7.27,3.37,0,0
E1053,Emp_053,Sales,Account Manager,2024-01-05,8,6.96,3.25,1,0
E1054,Emp_054,Sales,AE,2024-01-05,10,4.96,3.78,0,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-05,9,9.39,4.21,2,0
E1056,Emp_056,Support,Agent,2024-01-05,11,8.21,2.76,1,0
E1057,Emp_057,HR,Recruiter,2024-01-05,5,8.22,3.45,0,0
E1058,Emp_058,Engineering,QA Eng,2024-01-05,3,7.7,4.55,2,0
E1059,Emp_059,HR,HRBP,2024-01-05,6,8.63,3.73,1,0
E1000,Emp_000,Marketing,SEO,2024-01-06,6,5.18,4.59,2,0
E1001,Emp_001,HR,HRBP,2024-01-06,5,7.09,3.43,2,0
E1002,Emp_002,Engineering,Data Eng,2024-01-06,7,7.01,3.56,2,0
E1003,Emp_003,Marketing,Content,2024-01-06,0,7.56,3.77,1,0
E1004,Emp_004,Engineering,QA Eng,2024-01-06,5,4.43,3.48,0,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-06,7,8.07,4.4,1,0
E1006,Emp_006,Marketing,Content,2024-01-06,6,8.42,4.23,1,0
E1007,Emp_007,Marketing,Designer,2024-01-06,8,6.37,4.01,2,0
E1008,Emp_008,Support,Agent,2024-01-06,16,7.17,3.3,0,0
E1009,Emp_009,Finance,Analyst,2024-01-06,3,9.32,4.48,1,0
E1010,Emp_010,Sales,SDR,2024-01-06,8,8.16,2.81,1,0
E1011,Emp_011,Support,Agent,2024-01-06,12,7.08,3.1,1,0
E1012,Emp_012,Sales,Account Manager,2024-01-06,0,0.0,0.0,0,1
E1013,Emp_013,HR,Recruiter,2024-01-06,7,7.83,3.46,1,0
E1014,Emp_014,Finance,Accountant,2024-01-06,5,7.13,2.93,1,0
E1015,Emp_015,Sales,Account Manager,2024-01-06,0,0.0,0.0,3,1
E1016,Emp_016,Engineering,Backend Dev,2024-01-06,5,7.57,4.14,2,0
E1017,Emp_017,Sales,SDR,2024-01-06,11,6.58,3.29,0,0
E1018,Emp_018,Marketing,SEO,2024-01-06,4,7.63,2.98,1,0
E1019,Emp_019,Support,Team Lead,2024-01-06,14,7.4,4.19,1,0
E1020,Emp_020,Engineering,QA Eng,2024-01-06,5,8.65,3.84,2,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-06,8,8.27,4.22,3,0
E1022,Emp_022,Marketing,SEO,2024-01-06,8,8.71,4.6,2,0
E1023,Emp_023,HR,HRBP,2024-01-06,5,6.97,3.8,1,0
E1024,Emp_024,Finance,Analyst,2024-01-06,5,9.21,3.71,0,0
E1025,Emp_025,HR,HRBP,2024-01-06,5,8.47,3.61,2,0
E1026,Emp_026,Sales,SDR,2024-01-06,9,5.45,3.21,1,0
E1027,Emp_027,Sales,Account Manager,2024-01-06,9,7.2,3.77,1,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-06,0,0.0,0.0,1,1
E1029,Emp_029,HR,HRBP,2024-01-06,4,5.09,4.14,0,0
E1030,Emp_030,Marketing,Content,2024-01-06,7,8.12,3.94,2,0
E1031,Emp_031,HR,HRBP,2024-01-06,5,7.05,3.77,0,0
E1032,Emp_032,HR,Recruiter,2024-01-06,5,7.65,4.96,0,0
E1033,Emp_033,Finance,Accountant,2024-01-06,4,8.6,4.5,0,0
E1034,Emp_034,Finance,Analyst,2024-01-06,8,8.14,4.23,0,0
E1035,Emp_035,Finance,Accountant,2024-01-06,7,7.54,4.04,1,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-06,9,8.14,4.09,2,0
E1037,Emp_037,Finance,Accountant,2024-01-06,6,7.72,4.1,0,0
E1038,Emp_038,Marketing,SEO,2024-01-06,6,6.27,4.1,1,0
E1039,Emp_039,Sales,AE,2024-01-06,9,8.83,4.01,2,0
E1040,Emp_040,Engineering,Data Eng,2024-01-06,12,7.79,4.34,2,0
E1041,Emp_041,Engineering,QA Eng,2024-01-06,10,8.06,3.93,2,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-06,8,6.63,5.0,2,0
E1043,Emp_043,Finance,Accountant,2024-01-06,7,5.6,4.92,1,0
E1044,Emp_044,Finance,Accountant,2024-01-06,5,5.23,3.26,0,0
E1045,Emp_045,HR,HRBP,2024-01-06,7,6.78,3.51,0,0
